0.62;9
0.71;11
0.74;13
0.79;15
0.73;18
0.68;20
0.60;22
0.46;24
0.34;26
0.04;28
0.03;34
0.02;40
0.12;44
0.11;50
0.05;54
0.09;58
0.09;60
0.04;64
0.11;66
0.19;68
0.24;70
0.39;72
0.46;74
0.57;76
0.72;78
0.74;80
0.70;82
0.68;84
0.57;86
0.64;88
